event count, avg, time spent
621,504454.88363343186, 4837
622,504215.7770324658, 4846
623,503938.6788106081, 4857
624,504632.6113934207, 4878
625,504398.2974632844, 4888
626,504182.65849106904, 4903
627,504238.7604471653, 4914
628,504191.66569226683, 4926
629,504469.76120987, 4953
630,504419.42357615894, 4963
631,504784.35017191217, 4974
632,504566.1093213626, 4995
633,504773.960980754, 5021
634,504695.7078178468, 5033
635,504756.7214191853, 5044
636,504535.12280241406, 5055
637,504317.4613570867, 5069
638,504086.2600052315, 5078
639,504070.1977017498, 5086
640,504568.08057366364, 5101
641,504937.62978391047, 5115
642,505071.4556797505, 5133
643,504868.35037633014, 5153
644,504891.81523710804, 5170
645,505309.41397153947, 5190
646,505374.49186256784, 5201
647,504946.60717049264, 5212
648,505291.55137780064, 5226
649,505092.160709694, 5243
650,505564.161745828, 5255
651,505964.02922327607, 5264
652,505745.5948297927, 5278
653,505928.3774597496, 5289
654,505753.41566726204, 5298
655,505952.51770700637, 5305
656,506083.9023149326, 5316
657,505890.3827787656, 5334
658,506261.18108039565, 5348
659,506062.10483666754, 5359
660,506391.1575221239, 5379
661,506224.5145165362, 5395
662,506300.7327955634, 5410
663,506664.9594764662, 5425
664,506650.5875848203, 5444
665,506296.590966123, 5459
666,506096.1463292408, 5476
667,505633.832874656, 5486
668,505980.2170871846, 5493
669,505762.8560738339, 5506
670,505717.8533001245, 5514
671,505378.33648346184, 5527
672,505218.67196424137, 5537
673,505419.01016612945, 5548
674,504829.4473879673, 5563
675,505181.439802225, 5582
676,504990.1950135769, 5594
677,504681.543505053, 5608
678,505045.69899089343, 5624
679,504772.54853772424, 5648
680,504703.1865030675, 5668
681,504321.84783141385, 5688
682,504329.386591632, 5697
683,504341.7263620816, 5713
684,503984.04464503535, 5726
685,504202.0867235079, 5733
686,503967.11019216734, 5746
687,503360.5989798397, 5757
688,503616.11569245695, 5768
689,503657.2242673771, 5780
690,503291.2851269649, 5809
691,503081.98430330836, 5837
692,503060.5657101519, 5854
693,502869.06308692513, 5863
694,503023.61553257995, 5873
695,502823.4364945978, 5883
696,502805.39271158, 5911
697,502663.2360545846, 5933
698,502873.7451589768, 5953
699,502481.1988541418, 5967
700,502715.76042908226, 5975
701,502280.4763151631, 5990
702,502456.5274542429, 6003
703,502629.46047946834, 6034
704,502616.30433752073, 6045
705,502595.33514792897, 6057
706,502973.7532498227, 6071
707,502825.65116827947, 6093
708,502609.22931887815, 6114
709,502603.549305719, 6132
710,502196.8618096357, 6147
711,502192.2130955175, 6166
712,502191.66440121864, 6189
713,501735.44980107655, 6199
714,501921.7927085768, 6220
715,501968.6966161027, 6238
716,502349.91260778374, 6253
717,502321.75913427974, 6266
718,502320.20102254243, 6286
719,502274.8092364818, 6300
720,502671.1881807648, 6314
721,502812.5015042814, 6332
722,502817.637855327, 6346
723,502630.5518116778, 6358
724,502404.66466927866, 6374
725,502233.07088607596, 6407
726,501987.25810158584, 6420
727,502381.13197154005, 6444
728,502388.89663075865, 6467
729,502385.8457312886, 6488
730,502356.2091428571, 6503
731,502535.9481853458, 6523
732,502182.53498974245, 6539
733,501948.24584566354, 6557
734,501808.3455330757, 6574
735,501774.2662883087, 6595
736,501567.42915438674, 6608
737,501758.1609689835, 6624
738,501874.28487451957, 6638
739,502051.2738767216, 6655
740,502054.4868094701, 6669
741,502247.00585453724, 6690
742,502061.3492241961, 6718
743,502221.35638895124, 6748
744,502195.0266875981, 6766
745,501789.43628219486, 6776
746,501625.29456497426, 6792
747,501428.0725932544, 6818
748,501282.149453491, 6848
749,501103.82891512587, 6870
750,501120.5835372636, 6886
751,501362.37080648745, 6914
752,501556.31195917464, 6936
753,501338.5745623754, 6953
754,501343.5711440584, 6967
755,501428.3982320442, 6989
756,501784.4661222688, 7013
757,501999.0577474102, 7035
758,501614.4615892582, 7066
759,501797.3471092548, 7079
760,501757.74950603733, 7099
761,501614.2063144047, 7122
762,501984.14276330196, 7153
763,501560.3282309206, 7170
764,501369.4905001092, 7194
765,501580.59912758996, 7207
766,501219.2668263995, 7223
767,501240.24733521865, 7262
768,500886.9343906148, 7274
769,500785.74723367323, 7301
770,500194.3009750813, 7314
771,499995.79463319626, 7330
772,499807.26864058786, 7356
773,500199.03820418735, 7383
774,500376.7641733132, 7405
775,500522.8417653391, 7428
